pub_date	title	venue	excerpt	citation	url_slug	paper_url
2019-08-26	Improving Automatic Jazz Melody Generation by Transfer Learning Techniques	APSIPA ASC	In this paper, we tackle the problem of transfer learning for Jazz automatic generation.	Hsiao-Tzu Hung. "Improving Automatic Jazz Melody Generation by Transfer Learning Techniques" <i>APSIPA ASC</i>. 1(1).	Improving Automatic Jazz Melody Generation by Transfer Learning Techniques	http://academicpages.github.io/files/paper1.pdf
